,Name,account_url,bio,post_desc,post_img
61,mayur saboji,https://www.linkedin.com/in/mayur-saboji-63891a56?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAvh5AwBD7cw1S3cqtrr7EsTTOP2zXHa-VI,SWM | Sustainability | Environment | CSR | Project Program Manager,I'm excited to start a new position as Assistant Manager Projects #newjob #Recity #wastemanagement #epr #environment #solidwastemanagement #projects,
62,Rahul V Podaar,https://www.linkedin.com/in/rahulpodaar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC7DBy0B-jXmjJHvJBekIpTFN2ysqaspeQI,Managing Director at The Shakti Plastic Industries,"Circularity of Extended Producers Responsibility (#EPR) Explained in illustration for packaging waste

At with the technology for upcycling multilayer plastic waste it into sustainable product - we are promoting truly circular approach towards waste",
63,Dr. Piyush Kumar Gupta 🇮🇳,https://www.linkedin.com/in/dr-piyush-kumar-gupta-%F0%9F%87%AE%F0%9F%87%B3-7309561b7?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADKCHZQB-rrfK-ePni2eNAYpB-SLbkw4xyQ,Professor (Asst.) (Nanomedicine & Nanotoxicology) ! Adjunct Faculty ! International Research Fellow,"Dear Friends
I am delighted to share the acceptance of our new article. Soon I will share the link to the published paper in the comment section.

Congratulations to all the authors",
64,Saptorshi Pahari,https://www.linkedin.com/in/saptorshi-pahari?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAClPD7EB9N0f5sKzUJUUdOvTAX8Y4lhPQqk,Data Labs - Landmark Group | NSE EPR | Dr. B.R. Ambedkar School of Economics University,"July and August 2022 will go down as a couple of the most remarkable months of my life. I was excited at the opportunity to intern at the organization which pioneered electronic trading in India. Still, I was unaware of the sheer scale and magnitude at which NSE ran.

What followed was two months of learning and working with incredible folks at the Economic and Policy Research (EPR) team. Led by Sir and Ma'am, the team introduced me to several concepts which they researched and involved us in some projects which would expand our view of the market and the intricacies behind them as well. I deeply appreciate the mentorship and guidance from the rest of the team - ma'am, sir, (sir), and (ma'am) - all of whom were always ready to solve our queries, project-related or not.

Meeting with eminent Professors like and and learning from them via the conferences organized by the EPR team introduced me to topics I hadn't even heard about before, much less talked about them. Within a matter of two months, I learned about dark pools, high-frequency trading, market microstructure, crypto exchanges, and ESG - all of which I wish to study more and get deeper into the increasingly complex world of capital markets.

The cherry on top was interning with , a friend of over 4 years and one of the best guys to hang out and joke with while working on our project together, and meeting several other interns from different institutes, all of whom made the experience that much more wholesome and enjoyable. , , , , , , and - you all are amazing and I hope we can meet up someday to reminisce about our internship and maybe even collaborate in the future.

I would finally like to acknowledge my Professors at BASE University, Prof , and Prof , both of whom brought this massive opportunity to Naman and me.

By the end of the two months, I didn't want to leave (a sentiment echoed by all the other interns as well :')). NSE - you astounded me, exhilarated me, and I can't wait to be here again. Thank you.",https://media.licdn.com/dms/image/C4D22AQE2IShm_hGWzA/feedshare-shrink_800/0/1662180933718?e=1683158400&v=beta&t=9fGW-yDXYx6K1SRnSQTgLuk13Pho2pb4yyoPPmd_RNE
65,Sanket Waghmare,https://www.linkedin.com/in/sanket1012?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAvWTxYB9Xs8Qd3jefkzgHCs5xdo3TAInH0,Software Engineer at Recykal,"""WE CAN"" is where the story begins..
""WE WILL"" is where the progress happens..

At the most amazing environment at Recykal's new office.



Thankyou for letting us make world a better place.",https://media.licdn.com/dms/image/C4D22AQG5sUjndLcMSQ/feedshare-shrink_800/0/1653801453854?e=1683158400&v=beta&t=Jauzu2z1t6qXPxSs4mUaOoe_8zEZpBzDx2arfxrsF94
66,Sandeep Patel,https://www.linkedin.com/in/sapatel?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAIaExIBcTXnvmCWpN30iysLKHMA6_4Utmg,"CEO @ NEPRA - A NET ZERO Platform focused on enabling and creating Infrastructure and SAAS platforms for ESG aligned Waste Value chain, Circular Economy, AFR, RDF, EPR, Plastic and Carbon Credits.","""What we do today, will decide what we Achieve tomorrow"" - Unknown

Our New Video - Waste Management & Recycling can play significant role in Climate Change Mitigation.

Climate Change impacts to our Environment requires significant action towards effective WASTE MANAGEMENT and creation of Effective CIRCULAR ECONOMY. We have created an Ecosystem approach at NEPRA, Check this video out... and much more to come We work in Indore, Ahmedabad, Pune, etc


Sir",
67,Anurag Asati,https://www.linkedin.com/in/anuragasati?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAiuemIBmoo7Ulcrps5cmYCly6xSXNJ-oso,"Redefining Sustainability || Circular Economy || Forbes Asia 30 U 30 || Brand Ambassador of Madhya Pradesh || TEDx Speaker, FICCI Speaker","I am honored to have been invited as a speaker at the 17th Pravasi Bhartiya Divas 2023, organized by the Ministry of External Affairs, This session was focused on MP Startup Ecosystem: Unleashing the entrepreneurial strength of Madhya Pradesh.

, an organization dedicated to waste management and the acceleration of the circular economy, I was able to share how we are using technology to tackle the issue of plastic waste.

Our platform helps individuals dispose of recyclables and diverts tons of waste from landfills, while also working with brands to implement a plastic take-back program and achieve plastic neutrality.

But 's impact goes beyond the environment. We are empowering over 850+ waste pickers by providing them with higher earning opportunities and improving their quality of life through health checkups and education for their children.

We believe that technology has the power to transform the unorganized waste collection sector and help manage plastic credits, ultimately leading to a more sustainable future. It was a privilege to share our efforts at such a prestigious event and I am grateful for the opportunity to contribute to the entrepreneurial growth of Madhya Pradesh.",https://media.licdn.com/dms/image/C4D22AQG_psVsejv-4Q/feedshare-shrink_800/0/1673265475853?e=1683158400&v=beta&t=wTFDJbQFmxE4QWk-O1xLnG23hjIupMkUvKpItkb8ChI
68,Dhavaleshwar Puvvati ♟️,https://www.linkedin.com/in/dhavaleshwar-puvvati?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABfcUmsB0L5ZSHbI_mWWfwPi1hiNYpPNqqY,Re-touching efficacy of Operations | Product | Strategy,"Happy to share that my #Interview on Transmission line capacity challenges in the Country is featured in #EPR Magazine
https://lnkd.in/gd_ZjCMP",https://media.licdn.com/dms/image/C5622AQHFc_IhrE11mQ/feedshare-shrink_800/0/1659374646861?e=1683158400&v=beta&t=iXWTAjPFMtJxlv8C4Em9_a3b74K5MhS68X6Kl4_dNsc
69,Ekta Narain,https://www.linkedin.com/in/ektanarain?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAgR4i4B-LboTknK0Iq1-M8VbT0r5RdjmjA,Co-Founder and Chief Business Officer - Recykal | Digitising Waste Management in India | ESG I Sustainability | EPR | Circular Economy,"MRAI'S 9th IMRC program, 5th May, at The Leela Convention Hotel.
It was a pleasure to share the stage with Dr Satyendra Kumar, Drector & Dy Sec., MoEFCC, Ulhas Parikar Sir, Dr. Priyank Arya, Ajai Parlikar, and Rahul Podaar to discuss EPR Regulations: Implementation, Challenges, Solutions, and Brand Expectations at the Recycling Conference 2022 along with Sodhi Sir.

At Recykal, we believe that to stop packaging pollution we need a circular economy where we eliminate what we don't need, innovate towards the new and circulate all the packaging we do use. I believe, with the Indian government’s latest EPR provisions, benefits can be potentially derived by integrating the formal and informal addressing the needs simultaneously.",https://media.licdn.com/dms/image/C4D22AQEE6FUmQCrLxw/feedshare-shrink_800/0/1652166337338?e=1683158400&v=beta&t=3QQByb8-pRjiwWXxlwtVFocjxOtuB6x0F40mFuPPK-w
70,Amit Saha,https://www.linkedin.com/in/amitcoke?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAFP52EBIEaMfyEwu91gxYkAHHY7FLQumK0,"Founded PRO India to create Circular Economy in Plastics | Plastics EPR & Advocacy | Created Plastic X Change | ESG & Risk mapping Tool ProTechT | CSO , 30+ yrs @ Coke , Gillette & Eicher","Pro India ensures that Collection and Recycling network complies with the laws of the land and Audit Ready.
#EPR #recycling #sustainability #upcycling #ecofriendly #plastic #waste",https://media.licdn.com/dms/image/C4D22AQEeS5C_NSvp2Q/feedshare-shrink_800/0/1676867403665?e=1683158400&v=beta&t=K0ixWt4BKh2zV14wwNQG6RCIoW0F7FroXUMGPd3aM2w
71,Kandimalla Ramesh,https://www.linkedin.com/in/kandimalla-ramesh?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACrV4EMBstydtdhfpRTO6B-UMDJvFsVJdCo,"Packaging Intern- Marico.ltd || PGDP 2021- 2023, IIP -Mumbai || B.Tech - Agricultural Engineering , ANGRAU ||","Mono material? Why is this a hot topic for the packaging industry in helping to achieve the circular economy?

1. A mono-material is a product which is only composed of a single type of material.

2. As the market is increasingly seeking to achieve the circular economy by recycling plastic packaging at maximum efficiency, packaging manufacturers are looking for substitute materials, and this is where mono-material packaging comes in.

3. The key characteristic of mono-material packaging is the use of films that are made entirely out of a single material, such as all PE or all PP in each layer.

Recent Mono material packaging concept:

1. Machine direction oriented polyethylene (MDO-PE ) company is playing important role in producing packaging material which can be packed by the mono material.

2. With MDO-PE stand up pouch we can overcome recycling issue with mixed material laminates like PET PE.

3. V- shapes unveils mono-polymer substrate for recyclable high- barrier applications.

4. Replacing Paper or PET with OPP films.

5. Replacing Aluminium Foil or vacuum coated PET with high barrier OPP films.

6. Recyclable high-performance Polyfoil mono-material barrier tube

7. Heat resistance biaxially oriented polypropylene (HRBOPP)

8. has decided that their oral care brands Pepsodent, close-up is planning to change their tooth pastes to recyclable tubes. As earlier these tooth pastes are made by aluminium and plastic laminates and they are trying to replace it with HDPE.",
72,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"MSME Chamber of Commerce and Industry of India-SEPE Services Export Promotion Council- National Productivity Council (NPC) both under Ministry of Commerce And Industry,Govt of India jointly organizing Global Business Excellence Awards in 69 Sectors & 1000+ Catagories,Nominate before 7th April 2022.Golden,Platinum, Diamond Business Excellence Awards, Life Time Achievement Awards, Make In India Initiative Awards & Ganesh Bharat Ratan Awards from 25th-27th April 2022 at a very prestigious venue Vigyan Bhavan, New join us,Register now. Cabinet Minister, Honorable Speaker of Loksabha & Minister of States will be attending our event.

website:-
Registration Link:-
Award Nomination:-
Speaker:-",
73,Rahul Nene,https://www.linkedin.com/in/rahul-nene-3ab38815?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAMUtDMBc8lmyRphJsiY1gl5WlKv4TynqTw,"Head - Sustainability at Huhtamaki | Sustainability, ESG |","The latest term that the industries are speaking about is Plastic Neutrality!
How are companies claiming plastic neutrality?

First, what is the definition of plastic neutral? Considering that it is similar to what Carbon Neutrality means, how can recycling sales-equivalent amount of post consumer use plastic waste amount to neutrality? Doesn't the plastic re-enter the environment post recycling, albeit as a different product? Also, a decent percentage of the collected plastic waste (most of the MLP waste) is burnt off in cement kilns as part of co-processing which is far from being environment friendly. For the part that is recycled, recycling in itself is not very eco-friendly with its own set of emissions in the process. What about the internal plastic waste generated in organizations from their manufacturing sites? Is anyone revealing the plastic waste generated because of changes in sales forecasts? While Carbon neutrality means that an organization offsets all carbon emissions and it does have a positive impact on the environment, plastic neutrality is definitely not the same! It has its own set of environmental issues and it does not even mean that equivalent amount of plastic is completely removed from the environment. To call a spade a spade, It only means that equivalent amount of plastic waste is rebranded!

As part of the Plastic Waste Management Rules, collecting and recycling post consumer use plastic is a basic ask from Brand Owners, it is funny to see organizations gloat about the same under this new term of plastic neutrality.

I hope that strict guidelines on using such terms are brought in by authorities, otherwise it will just be an unchecked marketing gimmick.

I sincerely tip my hat to the brands that are talking of the best way to tackle the problem of waste: reduction at source.

P.S. : Views are personal and should not be taken as a statement from any organization I work with.",
74,Nancy Talwar,https://www.linkedin.com/in/nancy-talwar-06762462?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA1DJU8BabzJxQR5PIkuVzdHtQl8GQ4k80s,Scientific and Regulatory Affairs; Mother Dairy Fruit & Vegetable Pvt. Ltd.,"It's now more than 4 yrs association of Mother Dairy with #WeCare (An industry association of 37 like minded companies, with an objective to discuss, understand and implement #Plastic Waste Management realated compliances and take up related policy advocacy with CPCB/PCB, MoEFCC etc.) I was fortunate enough to be the part of this association since beginning.
Today on WeCare Annual General Meeting members were felicitated for their endeavours towards Plastic Waste Management. It was a pleasure for me to receive a memento from Dr. Atul Sood, Ms. Juhi Gupta and Mr. Tusar Pattnaik on behalf of Mother Dairy.
Indeed much appreciation to Mr. Kamal Sharma for his efforts and thoughts for this association. Kudos to team Mother Dairy and special thanks to Mr. Kumar Kalpam and our CQAO Mr. Biswajit Dutta",https://media.licdn.com/dms/image/C4D22AQEDbs-4aYqHRQ/feedshare-shrink_800/0/1668186852818?e=1683158400&v=beta&t=wx_ttTnSeI6HlsH0HUteQbN9Lbzmt_wK28XsPOEyKlg
75,Pusshp Kr. Singh,https://www.linkedin.com/in/pusshp-kr-singh-1b862914?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALwp9wBkGxY4rZIQwv5aN0eW37_oGv8ick,Associate Vice President -Alliance & Enterprise Business (India') |Plastic Credits| EPR Services| Sustainability | Plastic Neutrality| Circular Economy |Environmental Services | PWM & Social Impact,"EcoEx Immediate #hiring....
We at EcoEx looking for candidates for #businessdevelopment profile for our #Bangalore (Karnataka) location.....
Know anyone who might be interested? Interested candidates can mail updated profile/ resume at
#",
76,Kashyap Devulapally (KD),https://www.linkedin.com/in/kashyap-devulapally-kd-b377b118?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAOtXBsBj_bUgCsrYDfDg6zlGg5Ngg1PbvU,Environmentalist | Zero waste designs | Waste Management Leadership/Digital Solutions| EPR | Compliance | Co-Founder-ELIMA I Working President-Vridhi Foundation,"We are #hiring. Know anyone who might be interested? Grab this opportunity to be a part of growing team.

Send in your resumes today!",
77,Augustine J Wincent,https://www.linkedin.com/in/augustine-j-wincent-9b630223?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATZpxoBw97oeYg3O2U-58rksH6_jHZqu6A,Circular Economy I Waste Management I Plastics Recycling I Machine Tools I Automotive Industry I Industrial Automation I Digital Marketing,"#circulareconomy takes centerstage at the first preview of #IFAT India 2022 in Delhi

A high-powered panel spoke on the theme ‘Plastic Neutrality Through Circular Economy’ at the promotional tour in Delhi.

The panel at this promotional tour featured , Former Adviser (Scientist G), Ministry of Environment, Forests, and Climate Change (MoEFCC); , Corporate Head – EHS, Dabur India; , Member Secretary, Delhi Pollution Control Committee; Mahendra Singh Tanwar, Commissioner, Ghaziabad Municipal Corporation; and Chander Mohan Gupta, Mayor, Jammu Municipal Corporation. The vibrant panel discussion was moderated by , Director, Indian Pollution Control Association.

Stay connected for more updates on the upcoming roadshow's at Bangalore (19th Aug, 2022) and Ahmedadab (26th Aug, 2022).

is one of the leading trade fairs in the country for environmental technologies. It is reputed as a high-powered platform for industry experts, policymakers, and business leaders to discuss regional strategies on pressing environmental challenges such as , , , , , . and many more.

2022 will be held on 28-30 September 2022 at the Bombay Exhibition Centre, Mumbai.

Registration is now open!
Register Now! ",https://media.licdn.com/dms/image/C4D22AQE11xfhTzbf-Q/feedshare-shrink_800/0/1659665107561?e=1683158400&v=beta&t=UH1zhErIx7GnFbraWOUC-VWQLROODXxV45Xkex6ePnM
78,Ashish Tiwari,https://www.linkedin.com/in/ashish-tiwari-8a89831ba?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADMLrUABirEYtXZFXKM_dkaS1fbIVnIgDPs,"Secretary, Department of Environment, Forest & Climate Change at Government of Uttar Pradesh","As a way forward to the discussions held during the ""RACE Campaign, 2022"" in ""Invest in Plastic Free UP"" and ""Uttar Pradesh Plastic Waste Management Conclave 2022"" for exploring opprtunoties and scope of partnership for innovative solutions for single-use plastic, the Department of Environment, Forest and Climate Change, Government of Uttar Pradesh in collaboration with under the Indo-German technical cooperation project ‘Circular Economy Solutions Preventing Marine Litter in Ecosystems (CES)’ is organising a B2B Meet to promote single-use plastic alternatives in .

The B2B meet will create a platform for exchange and dialogue on innovative solutions for single-use plastic alternatives, including potential collaboration and partnership opportunities – B2B and B2G as well as R&D support for plastic alternatives in the state of .

Further the B2B meet will be exploring potential alternative packing, eco-design, policy and governance support, Industry-wise for scaling up plastic alternatives & lots more with industry experts, start-ups, innovators, government stakeholders!

Support us in our journey of single-use plastic free Uttar Pradesh!


⏰Date: 05 September 2022



 ",https://media.licdn.com/dms/image/C4D22AQH3FwNuW41VLA/feedshare-shrink_800/0/1662127437517?e=1683158400&v=beta&t=q5EsZ3KbszuICI8y47iEFKIHwb7qukNlYgIMbAMhBpQ
79,Himani Sharma,https://www.linkedin.com/in/himani-sharma-829477204?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADQJ2uEB9GnAfkBEXyb2DyeB5om7Jgjm7M0,Manager at Dhartie Warriors,"Glad to be a part of National Confrence #circulareconomy #environment 2023 organised by AIPMA INDIA; on Plastic Recycling, EPR & Waste Management.
It was such a honorable moment for me to share my vision on understanding the challenges of PWM 2022 and EPR as well challenges in collection ans segregation of plastic waste.
I also enjoyed learning from all honorable speakers about SUP Ban, circular economy, and other major topics regarding plastic recycling, EPR & waste management.",https://media.licdn.com/dms/image/C4D22AQErMsabaRGAAg/feedshare-shrink_800/0/1673095868627?e=1683158400&v=beta&t=DE8-FKLmah3Y50GAU4YwlFWRrc0fNHl4VyS3QuQ5Mvk
80,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.,"We are excited to participate at the UP Global Investors Summit 2023, happening from 10-12 February, Lucknow! A flagship investment summit of the Government of Uttar Pradesh.

Circular Plastic Waste Management Model Uttar Pradesh, Sustainability Stall, Dept. of Environment, Forest & Climate Change

🤝♻️Circular Economy Solutions Preventing Marine Litter in Ecosystems Project, , , , ,

🔗:
🔗:",https://media.licdn.com/dms/image/C5622AQEgSNHLhUHr-w/feedshare-shrink_800/0/1676013726462?e=1683158400&v=beta&t=bSsoA8khd8NBFmUM74D5ah5nCgf4L93KJ__voYR8Trs
81,Dr. Bipin Kumar Rai,https://www.linkedin.com/in/dr-bipin-kumar-rai-575b56b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAIgtKkBLTCMpa3NtPImL8OJyprxsR_Tmik,"Head of Environment Protection, Safety, Health, Security and Loss Prevention at Continental India (Tyres)","On 15th July, I got the opportunity to exchange knowledge and thoughts on circular economy in tyres and rubber recycling industry with industry veterans, policy makers and regulators. Thanks to “The Policy Times” for providing a platform where all the stakeholders (tyre manufactures, recyclers, policymakers, regulators and upcoming entrepreneurs) come together and discussed all the aspects of circular economy and in specific the upcoming EPR Regulation in Tyres.
During my talk I emphasized on the following:
(a)   Producers should not limit their role only up to purchase of EPR Certificates from Registered Recyclers to meet their liability and filing of quarterly return. In fact, they must take the responsibility to ensure that the fund generated from EPR must be invested in sustainable technology upgradation of recycling process making it more beneficial to environment.
(b)  We need to establish a more transparent and inclusive governance system to ensure sustainable development of waste tyres recycling technologies – to achieve full recovery at highest possible value and minimum material functionality loss in an environmentally beneficial manner.
(c)   Regulatory support – in laying down specifications for quality and safety of secondary raw materials
(d)  Need to develop internal market for secondary raw material
(e)   Technological feasibility of direct material substitution (closed loops)
And to achieve all these we need to initiate unprecedented collaboration among tyre manufacturer, recyclers and regulators.",https://media.licdn.com/dms/image/C5622AQFYPcW37EmX1A/feedshare-shrink_2048_1536/0/1658390791545?e=1683158400&v=beta&t=Re05qUTQaS9l-iRl-pxel45zAi2VN8v87vb3zvr72SQ
82,Jalpan Dave,https://www.linkedin.com/in/jalpan-dave?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAMSfZEBskzkHCQ_1aPB1YFh_dgXW80fO8Y,International and India Partnerships,"Absolutely stoked to represent Recykal.com at National Conference 2022 -""Circular Economy in Tyre and Rubber Recycling industry"".

Imagining future of the most carbon intensive and hence potentially most circular prospect - Rubber and Tyre recycling is going to be thrilling.

Thank you , .

Event Date: 15th July 2022
Place: Crown Plaza, Delhi
Time: 9AM to 5PM",
83,Rahul V Podaar,https://www.linkedin.com/in/rahulpodaar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC7DBy0B-jXmjJHvJBekIpTFN2ysqaspeQI,Managing Director at The Shakti Plastic Industries,"A sneak peek of our Shakti Team when they are not whirling around their daily schedules, completing their tasks and also there is no end-of-week reports to be submitted for the weekend

A weekend where there were no boundaries but responsibilities  Where the commitment was only limited to enjoying this trip to the fullest

This  had all the rights to get the approval for this trip and getting to know each other beyond emails and business meetings

We believe that  is a must in a company structure and we share our bond beyond our office roles

Please have a lookout at the happy faces which are exhausted but to be happy in their daily schedules

We were delighted to witness the remarkably  fellow TSPIans beyond  bonds
 
This interaction cemented my belief and understanding why we are the best in the ecosystem

Blessed to have a team like this and a memorable time well spent with wonderful souls",
84,Payel Roy,https://www.linkedin.com/in/payel-roy-1a8145ba?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABlLEtABJzWfCJCnin3TJh6GskoHasy6ahc,Chief Manager (EPR Operation & Compliance) || WastechIndia,"""The key to great #recycling is #segregation""

#EPR #waste management",
85,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.,"We are grateful for the opportunity to be part of the UP Global Investors Summit 2023, 10-12 February; contributing to the Sustainability Stall, Department of Environment, Forest and Climate Change (DoEF&CC), Government of Uttar Pradesh, and presenting under thematic session “Re-imaging Investment: Sustainability, Potential of Investment in Circular Economy, Resource Efficiency”.

Some glimpses below, visit at stall by Dr Arun Kumar Saxena, Hon'ble Minister (Independent Charge) DoEF&CC, GoUP, Shri Brijesh Phatak, Deputy Chief Minister, Uttar Pradesh, Shri. S.P. Goyal, ACS CMO, Uttar Pradesh, Manoj Singh, IAS, ACS, DoEF&CC, GoUP, Ashish Tiwari, Secretary, DoEF&CC, GoUP.

🤝Our project works in close cooperation with DoEFCC, Govt of UP in addressing the issue of single-use plastics and riverine litter,  via resource efficient circular plastic waste management solutions. Key focus areas: Eco-deign, Business model legacy waste management, EPR implementation, SUP Action plans, technological solutions, private & public sector engagement.    




          ",https://media.licdn.com/dms/image/C5622AQE0it41pP5WeQ/feedshare-shrink_800/0/1676375406440?e=1683158400&v=beta&t=m2Ea6YVqopKHhM4IaDofmzz-Y5WgasyitEfLwqKbnXo
86,Bibhash Deb,https://www.linkedin.com/in/bibhash-deb-30077546?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAm5TnABLSCyS6njfxLAtxpg5VALJGPLq1k,Founder Partner- TARA TAX MITRA LLP,"#taxconsultant #advisory
#qualityservice #technicalanalysis
#valueengineering #incentives
# government regulatory affairs
#investigationmanagementIntelectual #ipr #litigationsupport #audit

Occasion of Diwali is always close to my heart, but this year Diwali is really very special and memorable one for me.

With the blessings of Lord Ganesha and Goddess Laxmi finally I have formed a Legal Firm in the name of “ TARA TAX MITRA LLP” (known as TTM).

Since last 27 years, I was serving the big brands like Lee Cooper, ID, LG and LAVA. I got the opportunity to serve the industry as “Chairman – GST Task force & Indirect Tax Committee under esteemed and active Industry Association “ICEA”. In recent past got the chance to serve industry as Co-Chairman- GVC (Global Value Chain) under another esteemed association “ FICCI”.
Due to quality work during my employment I was been rewarded with various recognitions/Certifications like Best Employee, Best Value Champion, Best Tax Expert, many more…..

Considering those experience and liasoning skill finally I took this decision to serve the industry with the same passion, ethics and vigor’s under the brand name “TTM”

TTM Core Competencies-Advisory & Litigations
GST, Custom, DGFT, Intellectual Property Rights, Export & Import operations, Tax Structuring’s, Income Tax, Govt Incentives, Govt. Regulatory Affairs, Investigation management- DRI, ED, DGGI, Anti-Evasion, Risk Mitigations, Audit, Health-Check-ups etc.

TTM vision:
 Proactive ideation to help pre-empt risk in an increasingly regulated operating environment
 Outcome-oriented strategy/solutions
 Relationship-based engagement model offering consistent value to clients
 Consistent focus on quality/time bound delivery
 Regular knowledge sharing

To reach upto this position, I am deeply humble and obliged to my Parents, Family, Seniors, Mentors specially Mr. Inder Dev Singh Musafir (Director- LC/ID), Mr. Ashish Aggarwal (HOD- LG), Mr. Hariom Rai (CMD-LAVA), Mr. Pankaj Mahindroo (Chairman- ICEA), Mr. Virat Bhatia (CEO- Apple India), Mr. Narsimhan (L&S), Govt officials and my friends and collogues.

Needs your support and blessings to achieve the new height to my new dream venture “TARA TAX MITRA LLP”. Together we can make the difference to create a successful law firm TTM soon.

Happy Diwali to you and your loved ones!!!

Note: Detailed company profile will follow soon.",
87,Dr. Priyank Arya,https://www.linkedin.com/in/dr-priyank-arya-69055370?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA8H6QwB_1zMH0uonzlCprp2m5TF4C6kYWk,Founder Director EHS Services,"Let's join PAPEREX' 15th International Conference on #Pulp, #Paper and #AlliedIndustries from 10th - 12th May 2022, India Expo, #GreaterNoida, India with a theme ""#Paper #Industry: #Post #Pandemic Growth and Restructuring""
As speaker am speaking on day 2 on ""Plastic Waste Management & EPR""",
88,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"MSME Chamber of Commerce and Industry of India & SEPC ( Services Export Promotion Council) jointly organized Global Conferance ,Exhibition and Business Excellence Awards at Vigyan Bhavan from 25th-27th April 2022,appreciated by all across including the Ministers.1st day the participants was 889,2nd day 415 & 3rd day 349 Total-1667.Due to Corona again coming up lots of participants joined Hybrid.

our sponsors and Supporting Partners-220 nos

| | | | | |
| | | | | | | | | | |
| | | | | | | |
|",https://media.licdn.com/dms/image/C4D22AQHqjIEWCjrX5g/feedshare-shrink_800/0/1651416322897?e=1683158400&v=beta&t=lsDbx1dpvDTg8nIAsZJiM4nOeqdYF6HIPnQpJsOM_8E
89,Kajal Debnath,https://www.linkedin.com/in/kajal-debnath-a14b0618?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAO5MjABOxJbcG6Ls6JxSqe0eD0PxnGcPoU,Chief Regulatory Officer at DFM Foods Ltd.(Advent International USA) | 28+ Years of experience in Food Industry,"Responsible Reuse, Recycling of Plastic waste along with innovation for sustainability drive is critical.

All stakeholders - Right from Plastic Resin manufacturers ,producers,Importers ,Brand Owners , Regulators , ULBs , GPs and citizens shall actively participate for protection of environment and sustainability.",https://media.licdn.com/dms/image/C4D22AQFNovr-arMELg/feedshare-shrink_800/0/1662795672992?e=1683158400&v=beta&t=oapy6VjixXaxSMMrbrchT6hQSv8PHIi8gQXj_rGHG_M
90,Sanidhya Gupta,https://www.linkedin.com/in/sanidhyaguptaacca?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACu6DrwB2ujMIBYASL3KfeAN3ysjAbTXEoc,Finance and Compliance Intern @Climeto,"I’m happy to share that I’m starting a new position as Finance and Compliance Intern at Climeto! I'm very thankful to Devesh Malu sir and Keshav Bhootda Sir for providing me with this opportunity.

I'm very excited to start working at .",
